,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
20,0.0003333886464436849,0.0003333886464436849,0.9866666666666667,0.9866310160427808,2,2,linear,"{'C': 2, 'gamma': 2, 'kernel': 'linear'}",1,1.0,0.9696969696969697,0.9607843137254902,1.0,1.0,0.9901960784313726,0.00047148274534186793,0.00047148274534186793,0.018576814560512946,0.012625388806224458
21,0.0006666978200276693,0.001333316167195638,0.98,0.989998019409784,2,2,rbf,"{'C': 2, 'gamma': 2, 'kernel': 'rbf'}",10,0.9803921568627451,0.9797979797979798,0.9607843137254902,1.0,1.0,0.9901960784313726,0.00047142655959197545,0.0004714827453418679,0.015924659219017204,0.008248629202994184
22,0.0003333091735839844,0.0006666978200276693,0.9866666666666667,0.9866310160427808,2,4,linear,"{'C': 2, 'gamma': 4, 'kernel': 'linear'}",1,1.0,0.9696969696969697,0.9607843137254902,1.0,1.0,0.9901960784313726,0.00047137035374583886,0.00047142655959197545,0.018576814560512946,0.012625388806224458
23,0.0010000069936116536,0.0006666183471679688,0.98,0.9933650227767875,2,4,rbf,"{'C': 2, 'gamma': 4, 'kernel': 'rbf'}",10,1.0,0.98989898989899,0.9607843137254902,1.0,0.9791666666666666,0.9901960784313726,1.1239159602905075e-07,0.00047137035374583886,0.016179144164088305,0.0046932048370262386
24,0.0006666978200276693,0.0,0.9666666666666667,0.9800950683303625,4,0.125,linear,"{'C': 4, 'gamma': 0.125, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,0.00047142655959197545,0.0,0.033333333333333354,0.014079614511078765
25,0.0010000864664713542,0.0003333091735839844,0.98,0.9800950683303625,4,0.125,rbf,"{'C': 4, 'gamma': 0.125, 'kernel': 'rbf'}",10,1.0,0.9696969696969697,0.9607843137254902,1.0,0.9791666666666666,0.9705882352941176,0.0008166320775582997,0.00047137035374583886,0.016179144164088305,0.014079614511078765
26,0.0006666183471679688,0.0,0.9666666666666667,0.9800950683303625,4,0.25,linear,"{'C': 4, 'gamma': 0.25, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,0.00047137035374583886,0.0,0.033333333333333354,0.014079614511078765
27,0.0009999275207519531,0.00033346811930338543,0.9733333333333334,0.9800950683303625,4,0.25,rbf,"{'C': 4, 'gamma': 0.25, 'kernel': 'rbf'}",24,0.9803921568627451,0.9696969696969697,0.9607843137254902,1.0,0.9791666666666666,0.9705882352941176,0.0,0.00047159513693789695,0.009020673423841885,0.014079614511078765
28,0.0006667772928873698,0.0006666183471679688,0.9666666666666667,0.9800950683303625,4,0.5,linear,"{'C': 4, 'gamma': 0.5, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,0.00047148274534186793,0.00047137035374583886,0.033333333333333354,0.014079614511078765
29,0.0003333091735839844,0.0006666978200276693,0.98,0.9832640126757773,4,0.5,rbf,"{'C': 4, 'gamma': 0.5, 'kernel': 'rbf'}",10,0.9803921568627451,0.9595959595959596,0.9607843137254902,1.0,1.0,0.9901960784313726,0.00047137035374583886,0.00047142655959197545,0.015924659219017204,0.017207784516951524
30,0.0010000864664713542,0.0,0.9666666666666667,0.9800950683303625,4,1,linear,"{'C': 4, 'gamma': 1, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,2.247831920581015e-07,0.0,0.033333333333333354,0.014079614511078765
31,0.0006667772928873698,0.0003333091735839844,0.9733333333333334,0.9767280649633591,4,1,rbf,"{'C': 4, 'gamma': 1, 'kernel': 'rbf'}",24,0.9803921568627451,0.9595959595959596,0.9411764705882353,1.0,1.0,0.9705882352941176,0.00047148274534186793,0.00047137035374583886,0.024414717515722953,0.0170566653934917
32,0.0003333886464436849,0.0006666978200276693,0.9666666666666667,0.9800950683303625,4,2,linear,"{'C': 4, 'gamma': 2, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,0.00047148274534186793,0.0009428530990877068,0.033333333333333354,0.014079614511078765
33,0.0006666978200276693,0.0006666183471679688,0.9866666666666667,0.989998019409784,4,2,rbf,"{'C': 4, 'gamma': 2, 'kernel': 'rbf'}",1,1.0,0.9797979797979798,0.9607843137254902,1.0,1.0,0.9901960784313726,0.00047142655959197545,0.00047137035374583886,0.018576814560512946,0.008248629202994184
34,0.0006666978200276693,0.0003333091735839844,0.9666666666666667,0.9800950683303625,4,4,linear,"{'C': 4, 'gamma': 4, 'kernel': 'linear'}",31,0.9803921568627451,0.9696969696969697,0.9215686274509803,1.0,1.0,0.9705882352941176,0.00047142655959197545,0.00047137035374583886,0.033333333333333354,0.014079614511078765
35,0.001333475112915039,0.0006666978200276693,0.98,0.9966329966329966,4,4,rbf,"{'C': 4, 'gamma': 4, 'kernel': 'rbf'}",10,1.0,0.98989898989899,0.9607843137254902,1.0,0.9791666666666666,1.0,0.0004715389511856095,0.00047142655959197545,0.016179144164088305,0.004761661826172016
